Coach,Tm,sea_w/franc_count,sea_overall_count,rs_curr_sea_G,rs_curr_sea_W,rs_curr_sea_L,rs_w/franc_G,rs_w/franc_W,rs_w/franc_L,rs_career_G,rs_career_W,rs_career_L,rs_career_W%,po_curr_sea_G,po_curr_sea_W,po_curr_sea_L,po_w/franc_G,po_w/franc_W,po_w/franc_L,po_career_G,po_career_W,po_career_L,season,team_id,coy_share,won_coy,sum_coach_playoff_games,sum_coy_shares
Sam Mitchell,TOR,3,3,82,47,35,246,107,139,246,107,139,0.435,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2007,28,0.616,1.0,0.0,0.0
Byron Scott,NOK,3,7,82,39,43,246,95,151,534,244,290,0.457,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,15.0,2007,19,0.0,0.0,40.0,0.22299999999999998
Eddie Jordan,WAS,4,6,82,41,41,328,153,175,425,186,239,0.438,4.0,0.0,4.0,20.0,6.0,14.0,20.0,6.0,14.0,2007,30,0.0,0.0,16.0,0.022
Don Nelson,GSW,8,28,82,42,40,619,319,300,2152,1232,920,0.572,11.0,5.0,6.0,35.0,14.0,21.0,166.0,75.0,91.0,2007,10,0.02,0.0,155.0,1.739
George Karl,DEN,3,19,82,45,37,204,121,83,1411,829,582,0.588,5.0,1.0,4.0,15.0,3.0,12.0,141.0,62.0,79.0,2007,8,0.002,0.0,302.0,1.417
Doc Rivers,BOS,3,8,82,24,58,246,102,144,585,273,312,0.467,0.0,0.0,0.0,7.0,3.0,4.0,22.0,8.0,14.0,2007,2,0.0,0.0,22.0,0.496
Randy Wittman,MIN,1,3,42,12,30,42,12,30,206,74,132,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,18,0.0,0.0,0.0,0.0
Mike Dunleavy,LAC,4,14,82,40,42,328,152,176,1116,550,566,0.493,0.0,0.0,0.0,12.0,7.0,5.0,71.0,38.0,33.0,2007,13,0.0,0.0,71.0,0.5780000000000001
Mike Brown,CLE,2,2,82,50,32,164,100,64,164,100,64,0.61,20.0,12.0,8.0,33.0,19.0,14.0,33.0,19.0,14.0,2007,6,0.0,0.0,13.0,0.014
Nate McMillan,POR,2,7,82,32,50,164,53,111,559,265,294,0.474,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,8.0,2007,66,0.0,0.0,64.0,1.708
Tony Barone,MEM,1,1,52,16,36,52,16,36,52,16,36,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,15,0.0,0.0,0.0,0.0
Eric Musselman,SAC,1,3,82,33,49,82,33,49,246,108,138,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,26,0.0,0.0,0.0,0.395
Gregg Popovich,SAS,11,11,82,58,24,852,576,276,852,576,276,0.676,20.0,16.0,4.0,143.0,92.0,51.0,143.0,92.0,51.0,2007,27,0.003,0.0,123.0,0.588
Scott Skiles,CHI,4,7,82,49,33,312,156,156,507,272,235,0.536,10.0,6.0,4.0,22.0,10.0,12.0,35.0,15.0,20.0,2007,5,0.019,0.0,25.0,0.337
Lawrence Frank,NJN,4,4,82,41,41,286,157,129,286,157,129,0.549,12.0,6.0,6.0,38.0,18.0,20.0,38.0,18.0,20.0,2007,3,0.0,0.0,26.0,0.013
Flip Saunders,DET,2,12,82,53,29,164,117,47,901,528,373,0.586,16.0,10.0,6.0,34.0,20.0,14.0,81.0,37.0,44.0,2007,9,0.002,0.0,65.0,0.515
Mike D'Antoni,PHO,4,5,82,61,21,307,198,109,357,212,145,0.594,11.0,6.0,5.0,46.0,25.0,21.0,46.0,25.0,21.0,2007,24,0.034,0.0,35.0,0.909
Phil Jackson,LAL,7,16,82,42,40,574,374,200,1312,919,393,0.7,5.0,1.0,4.0,104.0,68.0,36.0,256.0,179.0,77.0,2007,14,0.0,0.0,251.0,1.619
Terry Stotts,MIL,2,4,64,23,41,146,63,83,283,115,168,0.406,0.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,4.0,2007,17,0.0,0.0,5.0,0.0
Dwane Casey,MIN,2,2,40,20,20,122,53,69,122,53,69,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,18,0.0,0.0,0.0,0.0
Jeff Van Gundy,HOU,4,11,82,52,30,328,182,146,748,430,318,0.575,7.0,3.0,4.0,19.0,7.0,12.0,88.0,44.0,44.0,2007,11,0.209,0.0,81.0,0.009
Brian Hill,ORL,6,9,82,40,42,459,267,192,613,298,315,0.486,4.0,0.0,4.0,40.0,18.0,22.0,40.0,18.0,22.0,2007,22,0.0,0.0,36.0,0.006
Bob Hill,SEA,2,9,82,31,51,134,53,81,603,310,293,0.514,0.0,0.0,0.0,0.0,0.0,0.0,37.0,17.0,20.0,2007,21,0.0,0.0,37.0,0.14100000000000001
Avery Johnson,DAL,3,3,82,67,15,182,143,39,182,143,39,0.786,6.0,2.0,4.0,42.0,22.0,20.0,42.0,22.0,20.0,2007,7,0.419,0.0,36.0,0.665
Bob Hill,SEA,2,9,82,31,51,134,53,81,603,310,293,0.514,0.0,0.0,0.0,0.0,0.0,0.0,37.0,17.0,20.0,2007,21,0.0,0.0,37.0,0.14100000000000001
Isiah Thomas,NYK,1,4,82,33,49,82,33,49,328,164,164,0.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,10.0,2007,20,0.002,0.0,15.0,0.013000000000000001
Maurice Cheeks,PHI,2,6,82,35,47,164,73,91,465,235,230,0.505,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,2007,71,0.0,0.0,10.0,0.07100000000000001
Mike Woodson,ATL,3,3,82,30,52,246,69,177,246,69,177,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,1,0.0,0.0,0.0,0.0
Jerry Sloan,UTA,19,22,82,51,31,1509,941,568,1724,1035,689,0.6,17.0,9.0,8.0,169.0,85.0,84.0,175.0,87.0,88.0,2007,29,0.47,0.0,158.0,1.633
Rick Carlisle,IND,4,6,82,35,47,328,181,147,492,281,211,0.571,0.0,0.0,0.0,35.0,18.0,17.0,62.0,30.0,32.0,2007,12,0.0,0.0,62.0,1.229
Mike Fratello,MEM,3,17,30,6,24,178,95,83,1215,667,548,0.549,0.0,0.0,0.0,8.0,0.0,8.0,62.0,20.0,42.0,2007,15,0.0,0.0,62.0,1.301
George Karl,DEN,2,18,82,44,38,122,76,46,1329,784,545,0.59,5.0,1.0,4.0,10.0,2.0,8.0,136.0,61.0,75.0,2006,8,0.002,0.0,297.0,1.415
Byron Scott,NOK,2,6,82,38,44,164,56,108,452,205,247,0.454,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,15.0,2006,19,0.09,0.0,40.0,0.133
Rick Adelman,SAC,8,16,82,44,38,624,395,229,1233,752,481,0.61,6.0,2.0,4.0,69.0,34.0,35.0,138.0,70.0,68.0,2006,26,0.0,0.0,132.0,0.654
Mike Montgomery,GSW,2,2,82,34,48,164,68,96,164,68,96,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,10,0.0,0.0,0.0,0.0
Flip Saunders,DET,1,11,82,64,18,82,64,18,819,475,344,0.58,18.0,10.0,8.0,18.0,10.0,8.0,65.0,27.0,38.0,2006,9,0.354,0.0,47.0,0.161
Rick Carlisle,IND,3,5,82,41,41,246,146,100,410,246,164,0.6,6.0,2.0,4.0,35.0,18.0,17.0,62.0,30.0,32.0,2006,12,0.0,0.0,56.0,1.229
Mike Dunleavy,LAC,3,13,82,47,35,246,112,134,1034,510,524,0.493,12.0,7.0,5.0,12.0,7.0,5.0,71.0,38.0,33.0,2006,13,0.14,0.0,59.0,0.438
Jeff Van Gundy,HOU,3,10,82,34,48,246,130,116,666,378,288,0.568,0.0,0.0,0.0,12.0,4.0,8.0,81.0,41.0,40.0,2006,11,0.0,0.0,81.0,0.009
Mike Fratello,MEM,2,16,82,49,33,148,89,59,1185,661,524,0.558,4.0,0.0,4.0,8.0,0.0,8.0,62.0,20.0,42.0,2006,15,0.011,0.0,58.0,1.29
Gregg Popovich,SAS,10,10,82,63,19,770,518,252,770,518,252,0.673,13.0,7.0,6.0,123.0,76.0,47.0,123.0,76.0,47.0,2006,27,0.04,0.0,110.0,0.5479999999999999
Pat Riley,MIA,9,22,61,41,20,685,395,290,1740,1151,589,0.661,23.0,16.0,7.0,66.0,34.0,32.0,278.0,171.0,107.0,2006,16,0.0,0.0,255.0,2.333
Bob Hill,SEA,1,8,52,22,30,52,22,30,521,279,242,0.536,0.0,0.0,0.0,0.0,0.0,0.0,37.0,17.0,20.0,2006,21,0.0,0.0,37.0,0.14100000000000001
Sam Mitchell,TOR,2,2,82,27,55,164,60,104,164,60,104,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,28,0.0,0.0,0.0,0.0
Doc Rivers,BOS,2,7,82,33,49,164,78,86,503,249,254,0.495,0.0,0.0,0.0,7.0,3.0,4.0,22.0,8.0,14.0,2006,2,0.0,0.0,22.0,0.496
Nate McMillan,POR,1,6,82,21,61,82,21,61,477,233,244,0.488,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,8.0,2006,66,0.0,0.0,64.0,1.708
Lawrence Frank,NJN,3,3,82,49,33,204,116,88,204,116,88,0.569,11.0,5.0,6.0,26.0,12.0,14.0,26.0,12.0,14.0,2006,3,0.013,0.0,15.0,0.0
Bob Hill,SEA,1,8,52,22,30,52,22,30,521,279,242,0.536,0.0,0.0,0.0,0.0,0.0,0.0,37.0,17.0,20.0,2006,21,0.0,0.0,37.0,0.14100000000000001
Mike Woodson,ATL,2,2,82,26,56,164,39,125,164,39,125,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,1,0.0,0.0,0.0,0.0
Stan Van Gundy,MIA,3,3,21,11,10,185,112,73,185,112,73,0.605,0.0,0.0,0.0,28.0,17.0,11.0,28.0,17.0,11.0,2006,16,0.0,0.0,28.0,0.118
Maurice Cheeks,PHI,1,5,82,38,44,82,38,44,383,200,183,0.522,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,7.0,2006,71,0.0,0.0,10.0,0.07100000000000001
Larry Brown,NYK,1,27,82,23,59,82,23,59,2146,1239,907,0.577,0.0,0.0,0.0,0.0,0.0,0.0,231.0,120.0,111.0,2006,20,0.0,0.0,194.0,1.489
Jerry Sloan,UTA,18,21,82,41,41,1427,890,537,1642,984,658,0.599,0.0,0.0,0.0,152.0,76.0,76.0,158.0,78.0,80.0,2006,29,0.01,0.0,158.0,1.623
Mike Brown,CLE,1,1,82,50,32,82,50,32,82,50,32,0.61,13.0,7.0,6.0,13.0,7.0,6.0,13.0,7.0,6.0,2006,6,0.014,0.0,0.0,0.0
Dwane Casey,MIN,1,1,82,33,49,82,33,49,82,33,49,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,18,0.0,0.0,0.0,0.0
Avery Johnson,DAL,2,2,82,60,22,100,76,24,100,76,24,0.76,23.0,14.0,9.0,36.0,20.0,16.0,36.0,20.0,16.0,2006,7,0.665,1.0,13.0,0.0
Bob Weiss,SEA,1,7,30,13,17,30,13,17,522,223,299,0.427,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,2006,21,0.0,0.0,11.0,0.0
Brian Hill,ORL,5,8,82,36,46,377,227,150,531,258,273,0.486,0.0,0.0,0.0,36.0,18.0,18.0,36.0,18.0,18.0,2006,22,0.006,0.0,36.0,0.0
Terry Stotts,MIL,1,3,82,40,42,82,40,42,219,92,127,0.42,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2006,17,0.0,0.0,0.0,0.0
Mike D'Antoni,PHO,3,4,82,54,28,225,137,88,275,151,124,0.549,20.0,10.0,10.0,35.0,19.0,16.0,35.0,19.0,16.0,2006,24,0.392,0.0,15.0,0.517
Phil Jackson,LAL,6,15,82,45,37,492,332,160,1230,877,353,0.713,7.0,3.0,4.0,99.0,67.0,32.0,251.0,178.0,73.0,2006,14,0.021,0.0,244.0,1.598
Scott Skiles,CHI,3,6,82,41,41,230,107,123,425,223,202,0.525,6.0,2.0,4.0,12.0,4.0,8.0,25.0,9.0,16.0,2006,5,0.013,0.0,19.0,0.324
Bob Weiss,SEA,1,7,30,13,17,30,13,17,522,223,299,0.427,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,2006,21,0.0,0.0,11.0,0.0
Bernie Bickerstaff,CHA,2,12,82,26,56,164,44,120,850,382,468,0.449,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12.0,21.0,2006,4,0.002,0.0,88.0,0.256
Eddie Jordan,WAS,3,5,82,42,40,246,112,134,343,145,198,0.423,6.0,2.0,4.0,16.0,6.0,10.0,16.0,6.0,10.0,2006,30,0.0,0.0,10.0,0.022
Paul Silas,CLE,2,10,64,34,30,146,69,77,755,355,400,0.47,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,16.0,2005,6,0.0,0.0,29.0,0.09000000000000001
Nate McMillan,SEA,5,5,82,52,30,395,212,183,395,212,183,0.537,11.0,6.0,5.0,16.0,8.0,8.0,16.0,8.0,8.0,2005,21,0.371,0.0,20.0,0.224
Jerry Sloan,UTA,17,20,82,26,56,1345,849,496,1560,943,617,0.604,0.0,0.0,0.0,152.0,76.0,76.0,158.0,78.0,80.0,2005,29,0.0,0.0,158.0,1.623
Nate McMillan,SEA,5,5,82,52,30,395,212,183,395,212,183,0.537,11.0,6.0,5.0,16.0,8.0,8.0,16.0,8.0,8.0,2005,21,0.371,0.0,31.0,0.595
Don Nelson,DAL,8,27,64,42,22,590,339,251,2070,1190,880,0.575,0.0,0.0,0.0,43.0,19.0,24.0,155.0,70.0,85.0,2005,7,0.0,0.0,155.0,1.739
Larry Brown,DET,2,26,82,54,28,164,108,56,2064,1216,848,0.589,25.0,15.0,10.0,48.0,31.0,17.0,231.0,120.0,111.0,2005,9,0.0,0.0,169.0,1.489
Brendan Malone,CLE,1,2,18,8,10,18,8,10,100,29,71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,6,0.0,0.0,0.0,0.0
Stan Van Gundy,MIA,2,2,82,59,23,164,101,63,164,101,63,0.616,15.0,11.0,4.0,28.0,17.0,11.0,28.0,17.0,11.0,2005,16,0.029,0.0,13.0,0.089
Scott Skiles,CHI,2,5,82,47,35,148,66,82,343,182,161,0.531,6.0,2.0,4.0,6.0,2.0,4.0,19.0,7.0,12.0,2005,5,0.316,0.0,13.0,0.008
Sam Mitchell,TOR,1,1,82,33,49,82,33,49,82,33,49,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,28,0.0,0.0,0.0,0.0
Mike Dunleavy,LAC,2,12,82,37,45,164,65,99,952,463,489,0.486,0.0,0.0,0.0,0.0,0.0,0.0,59.0,31.0,28.0,2005,13,0.0,0.0,59.0,0.438
Michael Cooper,DEN,1,1,14,4,10,14,4,10,14,4,10,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,8,0.0,0.0,0.0,0.0
Nate McMillan,SEA,5,5,82,52,30,395,212,183,395,212,183,0.537,11.0,6.0,5.0,16.0,8.0,8.0,16.0,8.0,8.0,2005,21,0.371,0.0,53.0,1.337
Herb Williams,NYK,2,2,43,16,27,44,17,27,44,17,27,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,20,0.0,0.0,0.0,0.0
George Karl,DEN,1,17,40,32,8,40,32,8,1247,740,507,0.593,5.0,1.0,4.0,5.0,1.0,4.0,131.0,60.0,71.0,2005,8,0.154,0.0,292.0,1.261
Byron Scott,NOH,1,5,82,18,64,82,18,64,370,167,203,0.451,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,15.0,2005,19,0.0,0.0,40.0,0.133
Eddie Jordan,WAS,2,4,82,45,37,164,70,94,261,103,158,0.395,10.0,4.0,6.0,10.0,4.0,6.0,10.0,4.0,6.0,2005,30,0.022,0.0,0.0,0.0
Avery Johnson,DAL,1,1,18,16,2,18,16,2,18,16,2,0.889,13.0,6.0,7.0,13.0,6.0,7.0,13.0,6.0,7.0,2005,7,0.0,0.0,0.0,0.0
Rick Carlisle,IND,2,4,82,44,38,164,105,59,328,205,123,0.625,13.0,6.0,7.0,29.0,16.0,13.0,56.0,28.0,28.0,2005,12,0.383,0.0,43.0,0.846
Mike Fratello,MEM,1,15,66,40,26,66,40,26,1103,612,491,0.555,4.0,0.0,4.0,4.0,0.0,4.0,58.0,20.0,38.0,2005,15,0.003,0.0,54.0,1.287
Rick Adelman,SAC,7,15,82,50,32,542,351,191,1151,708,443,0.615,5.0,1.0,4.0,63.0,32.0,31.0,132.0,68.0,64.0,2005,26,0.0,0.0,127.0,0.654
Terry Porter,MIL,2,2,82,30,52,164,71,93,164,71,93,0.433,0.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,4.0,2005,17,0.0,0.0,5.0,0.089
Bernie Bickerstaff,CHA,1,11,82,18,64,82,18,64,768,356,412,0.464,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12.0,21.0,2005,4,0.0,0.0,88.0,0.256
Maurice Cheeks,POR,4,4,55,22,33,301,162,139,301,162,139,0.538,0.0,0.0,0.0,10.0,3.0,7.0,10.0,3.0,7.0,2005,66,0.0,0.0,10.0,0.07100000000000001
Mike Montgomery,GSW,1,1,82,34,48,82,34,48,82,34,48,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,10,0.0,0.0,0.0,0.0
Jeff Van Gundy,HOU,2,9,82,51,31,164,96,68,584,344,240,0.589,7.0,3.0,4.0,12.0,4.0,8.0,81.0,41.0,40.0,2005,11,0.0,0.0,74.0,0.009
Lawrence Frank,NJN,2,2,82,42,40,122,67,55,122,67,55,0.549,4.0,0.0,4.0,15.0,7.0,8.0,15.0,7.0,8.0,2005,3,0.0,0.0,11.0,0.0
Frank Hamblen,LAL,1,2,39,10,29,39,10,29,104,33,71,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,14,0.0,0.0,0.0,0.0
Hubie Brown,MEM,3,15,12,5,7,168,83,85,1087,528,559,0.486,0.0,0.0,0.0,4.0,0.0,4.0,63.0,31.0,32.0,2005,15,0.0,0.0,38.0,1.691
Mike Woodson,ATL,1,1,82,13,69,82,13,69,82,13,69,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,1,0.0,0.0,0.0,0.0
Doc Rivers,BOS,1,6,82,45,37,82,45,37,421,216,205,0.513,7.0,3.0,4.0,7.0,3.0,4.0,22.0,8.0,14.0,2005,2,0.0,0.0,15.0,0.496
Lionel Hollins,MEM,2,2,4,0,4,64,18,46,64,18,46,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,15,0.0,0.0,0.0,0.0
Gregg Popovich,SAS,9,9,82,59,23,688,455,233,688,455,233,0.661,23.0,16.0,7.0,110.0,69.0,41.0,110.0,69.0,41.0,2005,27,0.005,0.0,87.0,0.5429999999999999
Kevin McHale,MIN,1,1,31,19,12,31,19,12,31,19,12,0.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,18,0.0,0.0,0.0,0.0
Jim O'Brien,PHI,1,5,82,43,39,82,43,39,340,182,158,0.535,5.0,1.0,4.0,5.0,1.0,4.0,31.0,14.0,17.0,2005,71,0.0,0.0,26.0,0.016
Flip Saunders,MIN,10,10,51,25,26,737,411,326,737,411,326,0.558,0.0,0.0,0.0,47.0,17.0,30.0,47.0,17.0,30.0,2005,18,0.0,0.0,47.0,0.161
Mike D'Antoni,PHO,2,3,82,62,20,143,83,60,193,97,96,0.503,15.0,9.0,6.0,15.0,9.0,6.0,15.0,9.0,6.0,2005,24,0.517,1.0,0.0,0.0
Jeff Bzdelik,DEN,3,3,28,13,15,192,73,119,192,73,119,0.38,0.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,4.0,2005,8,0.0,0.0,5.0,0.041
Lenny Wilkens,NYK,2,32,39,17,22,81,40,41,2487,1332,1155,0.536,0.0,0.0,0.0,4.0,0.0,4.0,178.0,80.0,98.0,2005,20,0.0,0.0,359.0,2.884
Rudy Tomjanovich,LAL,1,13,43,24,19,43,24,19,943,527,416,0.559,0.0,0.0,0.0,0.0,0.0,0.0,90.0,51.0,39.0,2005,14,0.0,0.0,90.0,0.369
Kevin Pritchard,POR,1,1,27,5,22,27,5,22,27,5,22,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,66,0.0,0.0,0.0,0.0
Nate McMillan,SEA,5,5,82,52,30,395,212,183,395,212,183,0.537,11.0,6.0,5.0,16.0,8.0,8.0,16.0,8.0,8.0,2005,21,0.371,0.0,42.0,0.966
Johnny Davis,ORL,2,3,64,31,33,135,51,84,217,73,144,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,22,0.0,0.0,0.0,0.0
Chris Jent,ORL,1,1,18,5,13,18,5,13,18,5,13,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,22,0.0,0.0,0.0,0.0
Rick Carlisle,IND,1,3,82,61,21,82,61,21,246,161,85,0.654,16.0,10.0,6.0,16.0,10.0,6.0,43.0,22.0,21.0,2004,12,0.067,0.0,27.0,0.7789999999999999
Jeff Bzdelik,DEN,2,2,82,43,39,164,60,104,164,60,104,0.366,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2004,8,0.041,0.0,0.0,0.0
Terry Stotts,ATL,2,2,82,28,54,137,52,85,137,52,85,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,1,0.0,0.0,0.0,0.0
Herb Williams,NYK,1,1,1,1,0,1,1,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,20,0.0,0.0,0.0,0.0
Nate McMillan,SEA,4,4,82,37,45,313,160,153,313,160,153,0.511,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,2004,21,0.0,0.0,20.0,0.224
Jeff Van Gundy,HOU,1,8,82,45,37,82,45,37,502,293,209,0.584,5.0,1.0,4.0,5.0,1.0,4.0,74.0,38.0,36.0,2004,11,0.0,0.0,69.0,0.009
Hubie Brown,MEM,2,14,82,50,32,156,78,78,1075,523,552,0.487,4.0,0.0,4.0,4.0,0.0,4.0,63.0,31.0,32.0,2004,15,0.764,1.0,34.0,0.927
Bill Cartwright,CHI,3,3,14,4,10,151,51,100,151,51,100,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,5,0.0,0.0,0.0,0.0
Jerry Sloan,UTA,16,19,82,42,40,1263,823,440,1478,917,561,0.62,0.0,0.0,0.0,152.0,76.0,76.0,158.0,78.0,80.0,2004,29,0.695,0.0,158.0,0.9279999999999999
Mike D'Antoni,PHO,1,2,61,21,40,61,21,40,111,35,76,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,24,0.0,0.0,0.0,0.0
Tim Floyd,NOH,1,5,82,41,41,82,41,41,321,90,231,0.28,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2004,19,0.0,0.0,0.0,0.0
Pete Myers,CHI,1,1,2,0,2,2,0,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,5,0.0,0.0,0.0,0.0
Phil Jackson,LAL,5,14,82,56,26,410,287,123,1148,832,316,0.725,22.0,13.0,9.0,92.0,64.0,28.0,244.0,175.0,69.0,2004,14,0.013,0.0,222.0,1.585
Johnny Davis,ORL,1,2,71,20,51,71,20,51,153,42,111,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,22,0.0,0.0,0.0,0.0
Mike Dunleavy,LAC,1,11,82,28,54,82,28,54,870,426,444,0.49,0.0,0.0,0.0,0.0,0.0,0.0,59.0,31.0,28.0,2004,13,0.0,0.0,59.0,0.438
Nate McMillan,SEA,4,4,82,37,45,313,160,153,313,160,153,0.511,0.0,0.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,2004,21,0.0,0.0,20.0,0.224
Doc Rivers,ORL,5,5,11,1,10,339,171,168,339,171,168,0.504,0.0,0.0,0.0,15.0,5.0,10.0,15.0,5.0,10.0,2004,22,0.0,0.0,15.0,0.496
Lenny Wilkens,NYK,1,31,42,23,19,42,23,19,2448,1315,1133,0.537,4.0,0.0,4.0,4.0,0.0,4.0,178.0,80.0,98.0,2004,20,0.0,0.0,355.0,2.884
Frank Johnson,PHO,3,3,21,8,13,134,63,71,134,63,71,0.47,0.0,0.0,0.0,6.0,2.0,4.0,6.0,2.0,4.0,2004,24,0.0,0.0,6.0,0.038
Lawrence Frank,NJN,1,1,40,25,15,40,25,15,40,25,15,0.625,11.0,7.0,4.0,11.0,7.0,4.0,11.0,7.0,4.0,2004,3,0.0,0.0,0.0,0.0
Larry Brown,DET,1,25,82,54,28,82,54,28,1982,1162,820,0.586,23.0,16.0,7.0,23.0,16.0,7.0,206.0,105.0,101.0,2004,9,0.0,0.0,146.0,1.489
Gregg Popovich,SAS,8,8,82,57,25,606,396,210,606,396,210,0.653,10.0,6.0,4.0,87.0,53.0,34.0,87.0,53.0,34.0,2004,27,0.005,0.0,77.0,0.538
Stan Van Gundy,MIA,1,1,82,42,40,82,42,40,82,42,40,0.512,13.0,6.0,7.0,13.0,6.0,7.0,13.0,6.0,7.0,2004,16,0.089,0.0,0.0,0.0
Kevin O'Neill,TOR,1,1,82,33,49,82,33,49,82,33,49,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,28,0.0,0.0,0.0,0.0
Terry Porter,MIL,1,1,82,41,41,82,41,41,82,41,41,0.5,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,2004,17,0.089,0.0,0.0,0.0
Randy Ayers,PHI,1,1,52,21,31,52,21,31,52,21,31,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,71,0.0,0.0,0.0,0.0
John Carroll,BOS,1,1,36,14,22,36,14,22,36,14,22,0.389,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2004,2,0.0,0.0,0.0,0.0
Scott Skiles,CHI,1,4,66,19,47,66,19,47,261,135,126,0.517,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,8.0,2004,5,0.0,0.0,13.0,0.008
Eric Musselman,GSW,2,2,82,37,45,164,75,89,164,75,89,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,10,0.0,0.0,0.0,0.395
Paul Silas,CLE,1,9,82,35,47,82,35,47,691,321,370,0.465,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,16.0,2004,6,0.002,0.0,29.0,0.08800000000000001
Don Chaney,NYK,3,12,39,15,24,184,72,112,831,337,494,0.406,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,2004,20,0.0,0.0,11.0,0.719
Maurice Cheeks,POR,3,3,82,41,41,246,140,106,246,140,106,0.569,0.0,0.0,0.0,10.0,3.0,7.0,10.0,3.0,7.0,2004,66,0.0,0.0,10.0,0.07100000000000001
Don Nelson,DAL,7,26,82,52,30,526,297,229,2006,1148,858,0.572,5.0,1.0,4.0,43.0,19.0,24.0,155.0,70.0,85.0,2004,7,0.0,0.0,150.0,1.739
Flip Saunders,MIN,9,9,82,58,24,686,386,300,686,386,300,0.563,18.0,10.0,8.0,47.0,17.0,30.0,47.0,17.0,30.0,2004,18,0.031,0.0,29.0,0.13
